Document Type,Document No.,Order Type,Channel Code,Channel Name,Sub Channel Code,Sub Channel Name,Region Code,Region Name,Area Code,Area Name,Township Code,Township Name,SE Code,SFA User Id.,SE Name,Customer No.,Customer Name,Brand,Brand Name,Pack Type,Pack Type Name,Item No.,Description,Base Unit of Measure,Beer Type Code,Beer Type Description,Year,Month,Day,Invoiced Quantity,Invoiced Qty. In HL,Sales Amount (Actual),Sales Tax Amount (Actual),Total Amount (Actual),Discount Amount (Sales),Discount Amount (Tax),Discount Amount,Gross Sale,Gross Tax Amount,Total Sales Incl.Tax,Invoice/Credit Memo No.,Posting Date,Location Code,Order No.,SFA Order No.,Order Date,Cr. Memo External Document No.,Return Order No.,Return Reason,Posted Warehouse Shipment/Receipt,External Document No.
Sales Shipment,SS-YGN/2021/1013188,,SM,Supermarket,SM,Supermarket,REG-07,Yangon & Lower,YGN,Yangon,MMR013018,Dagon Myothit (South),SE-026,SE-10305,Aung Thu Min,C000305,C000305-City Mart South Dagon CMHL,BL3700,YOMA Classic,PT005,500 ML Can,10YOM500C,Yoma Classic 500ml Can Pack of 24,CASE,BT001,Lager,2021,12,1,1,0.12,"23,000.00","1,150.00","24,150.00","2,300.00",115,"2,415.00","23,000.00","1,150.00","24,150.00",PSI-YGN/2021/1013217,01-12-21,YGN-01,YGN-01/2021/1013284,USE-1030501122021074937705,01-12-21,,,,YGN-PWS/2021/003006,'2111004257016
Sales Shipment,SS-YGN/2021/1013182,,SM,Supermarket,SM,Supermarket,REG-07,Yangon & Lower,YGN,Yangon,MMR013009,Thingangyun,SE-026,SE-10305,Aung Thu Min,C000316,C000316-City Mart Zawana CMHL,BG0101,Carlsberg,PT002,640 ML Bottle - Carton,10CBG640B,Carlsberg 640ml Bottle pack of 12,CASE,BT001,Lager,2021,12,1,1,0.0768,"24,095.24","1,204.76","25,300.00","2,409.52",120.48,"2,530.00","24,095.24","1,204.76","25,300.00",PSI-YGN/2021/1013211,01-12-21,YGN-01,YGN-01/2021/1013286,USE-1030501122021074937707,01-12-21,,,,YGN-PWS/2021/003001,'2111004253323
Sales Shipment,SS-YGN/2021/1013182,,SM,Supermarket,SM,Supermarket,REG-07,Yangon & Lower,YGN,Yangon,MMR013009,Thingangyun,SE-026,SE-10305,Aung Thu Min,C000316,C000316-City Mart Zawana CMHL,BG0201,Tuborg Green,PT005,500 ML Can,10TBG500C,TUBORG GREEN Can 500 ml,CASE,BT001,Lager,2021,12,1,2,0.24,"70,000.00","3,500.00","73,500.00","7,000.00",349.99,"7,349.99","70,000.00","3,500.00","73,500.00",PSI-YGN/2021/1013211,01-12-21,YGN-01,YGN-01/2021/1013286,USE-1030501122021074937707,01-12-21,,,,YGN-PWS/2021/003001,'2111004253323
Sales Shipment,SS-YGN/2021/1013182,,SM,Supermarket,SM,Supermarket,REG-07,Yangon & Lower,YGN,Yangon,MMR013009,Thingangyun,SE-026,SE-10305,Aung Thu Min,C000316,C000316-City Mart Zawana CMHL,BG0202,Tuborg Strong,PT004,330 ML Can,10TBS330C,Tuborg Strong 330ml Can Pack of 24,CASE,BT002,Strong,2021,12,1,3,0.2376,"69,857.14","3,492.86","73,350.00","6,985.71",349.29,"7,335.00","69,857.14","3,492.86","73,350.00",PSI-YGN/2021/1013211,01-12-21,YGN-01,YGN-01/2021/1013286,USE-1030501122021074937707,01-12-21,,,,YGN-PWS/2021/003001,'2111004253323
Sales Shipment,SS-YGN/2021/1013182,,SM,Supermarket,SM,Supermarket,REG-07,Yangon & Lower,YGN,Yangon,MMR013009,Thingangyun,SE-026,SE-10305,Aung Thu Min,C000316,C000316-City Mart Zawana CMHL,BL3702,YOMA Strong,PT005,500 ML Can,10YEX500C,Yoma Strong Can 500 ml,CASE,BT002,Strong,2021,12,1,2,0.24,"56,571.43","2,828.57","59,400.00","5,657.14",282.86,"5,940.00","56,571.43","2,828.57","59,400.00",PSI-YGN/2021/1013211,01-12-21,YGN-01,YGN-01/2021/1013286,USE-1030501122021074937707,01-12-21,,,,YGN-PWS/2021/003001,'2111004253323
Sales Shipment,SS-YGN/2021/1013182,,SM,Supermarket,SM,Supermarket,REG-07,Yangon & Lower,YGN,Yangon,MMR013009,Thingangyun,SE-026,SE-10305,Aung Thu Min,C000316,C000316-City Mart Zawana CMHL,BL3700,YOMA Classic,PT004,330 ML Can,10YOM330C,Yoma Classic 330ml Can Pack of 24,CASE,BT001,Lager,2021,12,1,1,0.0792,"15,238.10",761.91,"16,000.01","1,523.81",76.19,"1,600.00","15,238.10",761.91,"16,000.01",PSI-YGN/2021/1013211,01-12-21,YGN-01,YGN-01/2021/1013286,USE-1030501122021074937707,01-12-21,,,,YGN-PWS/2021/003001,'2111004253323
Sales Shipment,SS-YGN/2021/1013182,,SM,Supermarket,SM,Supermarket,REG-07,Yangon & Lower,YGN,Yangon,MMR013009,Thingangyun,SE-026,SE-10305,Aung Thu Min,C000316,C000316-City Mart Zawana CMHL,BL3700,YOMA Classic,PT005,500 ML Can,10YOM500C,Yoma Classic 500ml Can Pack of 24,CASE,BT001,Lager,2021,12,1,1,0.12,"23,000.00","1,150.00","24,150.00","2,300.00",115,"2,415.00","23,000.00","1,150.00","24,150.00",PSI-YGN/2021/1013211,01-12-21,YGN-01,YGN-01/2021/1013286,USE-1030501122021074937707,01-12-21,,,,YGN-PWS/2021/003001,'2111004253323
Sales Shipment,SS-YGN/2021/1013182,,SM,Supermarket,SM,Supermarket,REG-07,Yangon & Lower,YGN,Yangon,MMR013009,Thingangyun,SE-026,SE-10305,Aung Thu Min,C000316,C000316-City Mart Zawana CMHL,BL3701,YOMA Special,PT005,500 ML Can,10YSB500C,Yoma Special 500ml Can Pack of 24,CASE,BT001,Lager,2021,12,1,2,0.24,"49,142.86","2,457.14","51,600.00","4,914.29",245.71,"5,160.00","49,142.86","2,457.14","51,600.00",PSI-YGN/2021/1013211,01-12-21,YGN-01,YGN-01/2021/1013286,USE-1030501122021074937707,01-12-21,,,,YGN-PWS/2021/003001,'2111004253323
Sales Shipment,SS-NPT/2021/1003236,,HM,Hypermarket,HM,Hypermarket,REG-08,Central,NPT,Naypyitaw,MMR018002,Za Bu Thi Ri,SE-122,SE-10377,Ye Ko Ko Naing,C000324,C000324-Ocean Junction NayPyiTaw /City Mart Holdi,BG0101,Carlsberg,PT004,330 ML Can,10CBN330C,Carlsberg Ny Dawn Can 330ml,CASE,BT001,Lager,2021,12,1,3,0.2376,"85,714.29","4,285.71","90,000.00","8,571.43",428.57,"9,000.00","85,714.29","4,285.71","90,000.00",PSI-NPT/2021/1003302,01-12-21,NPT-01,NPT-01/2021/1003337,USE-1037701122021063540988,01-12-21,,,,NPT-PWR/2021/000606,'2111004288243
Sales Shipment,SS-NPT/2021/1003237,,HM,Hypermarket,HM,Hypermarket,REG-08,Central,NPT,Naypyitaw,MMR018008,Oke Ta Ra Thi Ri,SE-122,SE-10377,Ye Ko Ko Naing,C000326,C000326-Ocean Oke Ta Ra Thi Ri /City Mart Holdin,BG0101,Carlsberg,PT004,330 ML Can,10CBN330C,Carlsberg Ny Dawn Can 330ml,CASE,BT001,Lager,2021,12,1,10,0.792,"285,714.29","14,285.71","300,000.00","28,571.43","1,428.57","30,000.00","285,714.29","14,285.71","300,000.00",PSI-NPT/2021/1003303,01-12-21,NPT-01,NPT-01/2021/1003338,USE-1037701122021063540989,01-12-21,,,,NPT-PWR/2021/000606,'2111004288245
Sales Shipment,SS-YGN/2021/1013141,,BG,Beer Garden,BG-ND,Beer Garden (Non-Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C000337,C000337_Sa Nit Thit Restaurant,BG0101,Carlsberg,PT006,10 Liter Keg,10CBG10K,Carlsberg 10 Liter KEG,KEG,BT001,Lager,2021,12,1,2,0.2,"59,238.10","2,961.91","62,200.01",0,0,0,"59,238.10","2,961.91","62,200.01",PSI-YGN/2021/1013170,01-12-21,YGN-01,YGN-01/2021/1013143,SE-10739291120212009210744,29-11-21,,,,YGN-PWS/2021/002995,SE-10739291120212009210744
Sales Shipment,SS-YGN/2021/1013141,,BG,Beer Garden,BG-ND,Beer Garden (Non-Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C000337,C000337_Sa Nit Thit Restaurant,BG0201,Tuborg Green,PT006,10 Liter Keg,10TBG10K,Tuborg 10 Liter KEG,KEG,BT001,Lager,2021,12,1,1,0.1,"22,095.24","1,104.76","23,200.00",0,0,0,"22,095.24","1,104.76","23,200.00",PSI-YGN/2021/1013170,01-12-21,YGN-01,YGN-01/2021/1013143,SE-10739291120212009210744,29-11-21,,,,YGN-PWS/2021/002995,SE-10739291120212009210744
Sales Shipment,SS-YGN/2021/1013141,,BG,Beer Garden,BG-ND,Beer Garden (Non-Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C000337,C000337_Sa Nit Thit Restaurant,BG0201,Tuborg Green,PT001,30 Liter Keg,10TBG30K,Tuborg 30 Litre Keg,KEG,BT001,Lager,2021,12,1,1,0.3,"64,047.62","3,202.38","67,250.00",0,0,0,"64,047.62","3,202.38","67,250.00",PSI-YGN/2021/1013170,01-12-21,YGN-01,YGN-01/2021/1013143,SE-10739291120212009210744,29-11-21,,,,YGN-PWS/2021/002995,SE-10739291120212009210744
Sales Return Receipt,SR-YGN/2021/206968,,BG,Beer Garden,BG-ND,Beer Garden (Non-Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C000337,C000337_Sa Nit Thit Restaurant,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,4000032,Keg 30L,PCS,,,2021,12,1,-1,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005884,02-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/1013170,YGN-01/2021/2007531,Empty Return,YGN-PWR/2021/002055,
Sales Return Receipt,SR-YGN/2021/206968,,BG,Beer Garden,BG-ND,Beer Garden (Non-Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013012,North Okkalapa,SE-031,SE-10739,Htun Lin Htet,C000337,C000337_Sa Nit Thit Restaurant,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,4000053,Keg 10L,PCS,,,2021,12,1,-3,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005884,02-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/1013170,YGN-01/2021/2007531,Empty Return,YGN-PWR/2021/002055,
Sales Shipment,SS-MDY/2021/1008861,,BST,Beer Station,BST-D,Beer Station (Draught),REG-09,Upper,MDY,Mandalay,MMR010003,Mahaaungmyay,SE-053,SE-10607,Kyaw Zayar Maung,C000354,C000354_Mahar Mate MDY,BG0201,Tuborg Green,PT001,30 Liter Keg,10TBG30K,Tuborg 30 Litre Keg,KEG,BT001,Lager,2021,12,1,1,0.3,"64,047.62","3,202.38","67,250.00",0,0,0,"64,047.62","3,202.38","67,250.00",PSI-MDY/2021/1008761,01-12-21,MDY-01,MDY-01/2021/1009551,SE-10607301120211234451008,30-11-21,,,,MDY-PWS/2021/001372,SE-10607301120211234451008
Sales Shipment,SS-MDY/2021/1008861,,BST,Beer Station,BST-D,Beer Station (Draught),REG-09,Upper,MDY,Mandalay,MMR010003,Mahaaungmyay,SE-053,SE-10607,Kyaw Zayar Maung,C000354,C000354_Mahar Mate MDY,BG0201,Tuborg Green,PT005,500 ML Can,10TBG500C-P,TUBORG GREEN Can 500 ml (PROMO),CASE,BT001,Lager,2021,12,1,2,0.24,"70,000.00","3,500.00","73,500.00",0,0,0,"70,000.00","3,500.00","73,500.00",PSI-MDY/2021/1008761,01-12-21,MDY-01,MDY-01/2021/1009551,SE-10607301120211234451008,30-11-21,,,,MDY-PWS/2021/001372,SE-10607301120211234451008
Sales Shipment,SS-MDY/2021/1008861,,BST,Beer Station,BST-D,Beer Station (Draught),REG-09,Upper,MDY,Mandalay,MMR010003,Mahaaungmyay,SE-053,SE-10607,Kyaw Zayar Maung,C000354,C000354_Mahar Mate MDY,BL3701,YOMA Special,PT005,500 ML Can,10YSB500C,Yoma Special 500ml Can Pack of 24,CASE,BT001,Lager,2021,12,1,1,0.12,"24,571.43","1,228.57","25,800.00",0,0,0,"24,571.43","1,228.57","25,800.00",PSI-MDY/2021/1008761,01-12-21,MDY-01,MDY-01/2021/1009551,SE-10607301120211234451008,30-11-21,,,,MDY-PWS/2021/001372,SE-10607301120211234451008
Sales Shipment,SS-YGN/2021/1013186,,CS,Convenience Store,CS-CHAIN,Chain Convenience,REG-07,Yangon & Lower,YGN,Yangon,MMR013020,Dagon Myothit (East),SE-011,SE-10041,Myo Lin,C000361,C000361-ABC Convenience Store,BG0202,Tuborg Strong,PT004,330 ML Can,10TBS330C,Tuborg Strong 330ml Can Pack of 24,CASE,BT002,Strong,2021,12,1,25,1.98,"582,142.86","29,107.14","611,250.00","58,214.29","2,910.71","61,125.00","582,142.86","29,107.14","611,250.00",PSI-YGN/2021/1013215,01-12-21,YGN-01,YGN-01/2021/1013247,,01-12-21,,,,YGN-PWS/2021/003005,ERROR/MANUAL URGENT
Sales Shipment,SS-YGN/2021/1013186,,CS,Convenience Store,CS-CHAIN,Chain Convenience,REG-07,Yangon & Lower,YGN,Yangon,MMR013020,Dagon Myothit (East),SE-011,SE-10041,Myo Lin,C000361,C000361-ABC Convenience Store,BG0202,Tuborg Strong,PT002,640 ML Bottle - Carton,10TBS640CT,Tuborg Strong 640ml Bottle pack of 12,CASE,BT002,Strong,2021,12,1,25,1.92,"526,190.48","26,309.52","552,500.00","52,619.05","2,630.96","55,250.01","526,190.48","26,309.52","552,500.00",PSI-YGN/2021/1013215,01-12-21,YGN-01,YGN-01/2021/1013247,,01-12-21,,,,YGN-PWS/2021/003005,ERROR/MANUAL URGENT
Sales Shipment,SS-YGN/2021/1013186,,CS,Convenience Store,CS-CHAIN,Chain Convenience,REG-07,Yangon & Lower,YGN,Yangon,MMR013020,Dagon Myothit (East),SE-011,SE-10041,Myo Lin,C000361,C000361-ABC Convenience Store,BL3702,YOMA Strong,PT005,500 ML Can,10YEX500C,Yoma Strong Can 500 ml,CASE,BT002,Strong,2021,12,1,167,20.04,"4,723,714.29","236,185.71","4,959,900.00","472,371.43","23,618.57","495,990.00","4,723,714.29","236,185.71","4,959,900.00",PSI-YGN/2021/1013215,01-12-21,YGN-01,YGN-01/2021/1013247,,01-12-21,,,,YGN-PWS/2021/003005,ERROR/MANUAL URGENT
Sales Shipment,SS-YGN/2021/1013186,,CS,Convenience Store,CS-CHAIN,Chain Convenience,REG-07,Yangon & Lower,YGN,Yangon,MMR013020,Dagon Myothit (East),SE-011,SE-10041,Myo Lin,C000361,C000361-ABC Convenience Store,BL3700,YOMA Classic,PT004,330 ML Can,10YOM330C,Yoma Classic 330ml Can Pack of 24,CASE,BT001,Lager,2021,12,1,83,6.5736,"1,264,761.90","63,238.10","1,328,000.00","126,476.19","6,323.81","132,800.00","1,264,761.90","63,238.10","1,328,000.00",PSI-YGN/2021/1013215,01-12-21,YGN-01,YGN-01/2021/1013247,,01-12-21,,,,YGN-PWS/2021/003005,ERROR/MANUAL URGENT
Sales Shipment,SS-YGN/2021/1013186,,CS,Convenience Store,CS-CHAIN,Chain Convenience,REG-07,Yangon & Lower,YGN,Yangon,MMR013020,Dagon Myothit (East),SE-011,SE-10041,Myo Lin,C000361,C000361-ABC Convenience Store,BL3700,YOMA Classic,PT005,500 ML Can,10YOM500C,Yoma Classic 500ml Can Pack of 24,CASE,BT001,Lager,2021,12,1,83,9.96,"1,909,000.00","95,450.00","2,004,450.00","190,900.00","9,545.00","200,445.00","1,909,000.00","95,450.00","2,004,450.00",PSI-YGN/2021/1013215,01-12-21,YGN-01,YGN-01/2021/1013247,,01-12-21,,,,YGN-PWS/2021/003005,ERROR/MANUAL URGENT
Sales Shipment,SS-YGN/2021/1013186,,CS,Convenience Store,CS-CHAIN,Chain Convenience,REG-07,Yangon & Lower,YGN,Yangon,MMR013020,Dagon Myothit (East),SE-011,SE-10041,Myo Lin,C000361,C000361-ABC Convenience Store,BL3701,YOMA Special,PT004,330 ML Can,10YSB330C,Yoma Special 330ml Can Pack of 24,CASE,BT001,Lager,2021,12,1,58,4.5936,"944,571.43","47,228.57","991,800.00","94,457.14","10,830.00","105,287.14","944,571.43","47,228.57","991,800.00",PSI-YGN/2021/1013215,01-12-21,YGN-01,YGN-01/2021/1013247,,01-12-21,,,,YGN-PWS/2021/003005,ERROR/MANUAL URGENT
Sales Shipment,SS-YGN/2021/1013186,,CS,Convenience Store,CS-CHAIN,Chain Convenience,REG-07,Yangon & Lower,YGN,Yangon,MMR013020,Dagon Myothit (East),SE-011,SE-10041,Myo Lin,C000361,C000361-ABC Convenience Store,BL3701,YOMA Special,PT004,330 ML Can,10YSB330C,Yoma Special 330ml Can Pack of 24,CASE,BT001,Lager,2021,12,1,75,5.94,"1,221,428.57","61,071.43","1,282,500.00","122,142.86","10,830.00","132,972.86","1,221,428.57","61,071.43","1,282,500.00",PSI-YGN/2021/1013215,01-12-21,YGN-01,YGN-01/2021/1013247,,01-12-21,,,,YGN-PWS/2021/003005,ERROR/MANUAL URGENT
Sales Shipment,SS-YGN/2021/1013186,,CS,Convenience Store,CS-CHAIN,Chain Convenience,REG-07,Yangon & Lower,YGN,Yangon,MMR013020,Dagon Myothit (East),SE-011,SE-10041,Myo Lin,C000361,C000361-ABC Convenience Store,BL3701,YOMA Special,PT005,500 ML Can,10YSB500C,Yoma Special 500ml Can Pack of 24,CASE,BT001,Lager,2021,12,1,167,20.04,"4,103,428.57","205,171.43","4,308,600.00","410,342.86","20,517.14","430,860.00","4,103,428.57","205,171.43","4,308,600.00",PSI-YGN/2021/1013215,01-12-21,YGN-01,YGN-01/2021/1013247,,01-12-21,,,,YGN-PWS/2021/003005,ERROR/MANUAL URGENT
Sales Return Receipt,SR-YGN/2021/206918,,PB,Premium Bar,PB-D,Premium Bar (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013044,Bahan,SE-016,SE-10628,Kyaw Khaing Lin,C000363,C000363_Onyx Bar and Restaurant,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,4000053,Keg 10L,PCS,,,2021,12,1,-1,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005496,02-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/1013060,YGN-01/2021/2007434,Empty Return,YGN-PWR/2021/002045,
Sales Shipment,SS-MDY/2021/1008843,,BST,Beer Station,BST-D,Beer Station (Draught),REG-09,Upper,MDY,Mandalay,MMR010002,Chanayethazan,SE-067,SE-10336,Zaw Hein Phyo,C000368,C000368_Daw Khin Sein,BL3701,YOMA Special,PT008,640 ML Bottle - Crate,10YSB640CR,Yoma Special 640ml Bottle pack of 12 (Crate),CASE,BT001,Lager,2021,12,1,10,0.768,"141,904.76","7,095.24","149,000.00",0,0,0,"141,904.76","7,095.24","149,000.00",PSI-MDY/2021/1008743,01-12-21,MDY-01,MDY-01/2021/1009467,SE-10336291120211246240260,29-11-21,,,,MDY-PWS/2021/001372,SE-10336291120211246240260
Sales Shipment,SS-MDY/2021/1008848,,PR_I,Premium International Rest,PR-I-D,Premium International Rest (Draught),REG-09,Upper,MDY,Mandalay,MMR010002,Chanayethazan,SE-059,SE-10813,Ye Marn Ko,C000370,C000370_Ginki Mandalay,BG0101,Carlsberg,PT006,10 Liter Keg,10CBG10K,Carlsberg 10 Liter KEG,KEG,BT001,Lager,2021,12,1,5,0.5,"148,095.24","7,404.76","155,500.00",0,0,0,"148,095.24","7,404.76","155,500.00",PSI-MDY/2021/1008748,01-12-21,MDY-01,MDY-01/2021/1009532,SE-10813301120211147580868,30-11-21,,,,MDY-PWS/2021/001372,SE-10813301120211147580868
Sales Shipment,SS-YGN/2021/1013175,,BG,Beer Garden,BG-D,Beer Garden (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013019,Dagon Myothit (North),SE-022,SE-10324,Soe Min Htut,C000372,C000372_Asahi Restaurant,BG0101,Carlsberg,PT001,30 Liter Keg,10CBG30K,Carlsberg 30 Liter KEG,KEG,BT001,Lager,2021,12,1,4,1.2,"342,095.24","17,104.76","359,200.00",0,0,0,"342,095.24","17,104.76","359,200.00",PSI-YGN/2021/1013204,01-12-21,YGN-01,YGN-01/2021/1013216,SE-10324301120210955390790,30-11-21,,,,YGN-PWS/2021/002998,SE-10324301120210955390790
Sales Shipment,SS-YGN/2021/1013175,,BG,Beer Garden,BG-D,Beer Garden (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013019,Dagon Myothit (North),SE-022,SE-10324,Soe Min Htut,C000372,C000372_Asahi Restaurant,BG0201,Tuborg Green,PT001,30 Liter Keg,10TBG30K,Tuborg 30 Litre Keg,KEG,BT001,Lager,2021,12,1,2,0.6,"128,095.24","6,404.76","134,500.00",0,0,0,"128,095.24","6,404.76","134,500.00",PSI-YGN/2021/1013204,01-12-21,YGN-01,YGN-01/2021/1013216,SE-10324301120210955390790,30-11-21,,,,YGN-PWS/2021/002998,SE-10324301120210955390790
Sales Return Receipt,SR-YGN/2021/206954,,BG,Beer Garden,BG-D,Beer Garden (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013019,Dagon Myothit (North),SE-022,SE-10324,Soe Min Htut,C000372,C000372_Asahi Restaurant,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,4000032,Keg 30L,PCS,,,2021,12,1,-2,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005877,02-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/1013204,YGN-01/2021/2007471,Empty Return,YGN-PWR/2021/002054,
Sales Return Receipt,SR-YGN/2021/206954,,BG,Beer Garden,BG-D,Beer Garden (Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013019,Dagon Myothit (North),SE-022,SE-10324,Soe Min Htut,C000372,C000372_Asahi Restaurant,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,4000053,Keg 10L,PCS,,,2021,12,1,-4,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005877,02-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/1013204,YGN-01/2021/2007471,Empty Return,YGN-PWR/2021/002054,
Sales Shipment,SS-PYA/2021/1001865,,PR_L,Premium Local Rest,PR-L-D,Premium Local Rest (Draught),REG-08,Central,PYA,Pyay,MMR008001,Pyay,SE-144,SE-10251,Min Lwin Kyaw,C000378,C000378_Nwe Moe Saung,BG0101,Carlsberg,PT006,10 Liter Keg,10CBG10K,Carlsberg 10 Liter KEG,KEG,BT001,Lager,2021,12,1,5,0.5,"148,095.24","7,404.76","155,500.00",0,0,0,"148,095.24","7,404.76","155,500.00",PSI-PYA/2021/1001859,01-12-21,PYA-01,PYA-01/2021/1001840,SE-10251301120210935010151,30-11-21,,,,PYA-PWS/2021/000624,SE-10251301120210935010151
Sales Shipment,SS-PYA/2021/1001865,Free Beer-Contract Volume Related,PR_L,Premium Local Rest,PR-L-D,Premium Local Rest (Draught),REG-08,Central,PYA,Pyay,MMR008001,Pyay,SE-144,SE-10251,Min Lwin Kyaw,C000378,C000378_Nwe Moe Saung,BG0101,Carlsberg,PT006,10 Liter Keg,10CBG10K,Carlsberg 10 Liter KEG,KEG,BT001,Lager,2021,12,1,1,0.1,0,0,0,"29,619.05",0,"29,619.05","29,619.05",0,"29,619.05",PSI-PYA/2021/1001859,01-12-21,PYA-01,PYA-01/2021/1001840,SE-10251301120210935010151,30-11-21,,,,PYA-PWS/2021/000624,SE-10251301120210935010151
Sales Shipment,SS-PYA/2021/1001865,,PR_L,Premium Local Rest,PR-L-D,Premium Local Rest (Draught),REG-08,Central,PYA,Pyay,MMR008001,Pyay,SE-144,SE-10251,Min Lwin Kyaw,C000378,C000378_Nwe Moe Saung,BG0201,Tuborg Green,PT001,30 Liter Keg,10TBG30K,Tuborg 30 Litre Keg,KEG,BT001,Lager,2021,12,1,5,1.5,"320,238.10","16,011.91","336,250.01",0,0,0,"320,238.10","16,011.91","336,250.01",PSI-PYA/2021/1001859,01-12-21,PYA-01,PYA-01/2021/1001840,SE-10251301120210935010151,30-11-21,,,,PYA-PWS/2021/000624,SE-10251301120210935010151
Sales Shipment,SS-PYA/2021/1001865,Free Beer-Contract Volume Related,PR_L,Premium Local Rest,PR-L-D,Premium Local Rest (Draught),REG-08,Central,PYA,Pyay,MMR008001,Pyay,SE-144,SE-10251,Min Lwin Kyaw,C000378,C000378_Nwe Moe Saung,BG0201,Tuborg Green,PT001,30 Liter Keg,10TBG30K,Tuborg 30 Litre Keg,KEG,BT001,Lager,2021,12,1,1,0.3,0,0,0,"64,047.62",0,"64,047.62","64,047.62",0,"64,047.62",PSI-PYA/2021/1001859,01-12-21,PYA-01,PYA-01/2021/1001840,SE-10251301120210935010151,30-11-21,,,,PYA-PWS/2021/000624,SE-10251301120210935010151
Sales Shipment,SS-TGI/2021/1000716,,BST,Beer Station,BST-D,Beer Station (Draught),REG-08,Central,TGI,Taunggyi,MMR014002,Nyaungshwe,SE-061,SE-10052,Yan Naung Soe,C000382,C000382-Kyaing Tong Restaurant,BG0201,Tuborg Green,PT001,30 Liter Keg,10TBG30K,Tuborg 30 Litre Keg,KEG,BT001,Lager,2021,12,1,2,0.6,"128,095.24","6,404.76","134,500.00",0,0,0,"128,095.24","6,404.76","134,500.00",PSI-TGI/2021/1000714,01-12-21,TGI-01,TGI-01/2021/1000699,SE-10052301120210756590022,30-11-21,,,,TGI-PWS/2021/000245,SE-10052301120210756590022
Sales Shipment,SS-TGI/2021/5000027,Co2 Cylinder,BST,Beer Station,BST-D,Beer Station (Draught),REG-08,Central,TGI,Taunggyi,MMR014002,Nyaungshwe,SE-061,SE-10052,Yan Naung Soe,C000382,C000382-Kyaing Tong Restaurant,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,CO2FULL,CO2 Cylinder (Full),PCS,,,2021,12,1,1,0,0,0,0,0,0,0,0,0,0,PSI-TGI/2021/5000027,01-12-21,TGI-01,TGI-01/2021/5000028,COSE-10052301120210757280023,30-11-21,,,,TGI-PWS/2021/000246,COSE-10052301120210757280023
Sales Shipment,SS-YGN/2021/1013159,,MR,Mainstream Restaurant,MR-ND,Mainstream Restaurant (Non-Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013009,Thingangyun,SE-022,SE-10324,Soe Min Htut,C000410,C000410_Happy _Raku,BG0202,Tuborg Strong,PT008,640 ML Bottle - Crate,10TBS640CR,Tuborg Strong 640ml Bottle pack of 12 (Crate),CASE,BT002,Strong,2021,12,1,3,0.2304,"59,714.29","2,985.71","62,700.00",0,0,0,"59,714.29","2,985.71","62,700.00",PSI-YGN/2021/1013188,01-12-21,YGN-01,YGN-01/2021/1013120,SE-10324291120212059330772,29-11-21,,,,YGN-PWS/2021/002997,SE-10324291120212059330772
Sales Return Receipt,SR-YGN/2021/207009,,MR,Mainstream Restaurant,MR-ND,Mainstream Restaurant (Non-Draught),REG-07,Yangon & Lower,YGN,Yangon,MMR013009,Thingangyun,SE-022,SE-10324,Soe Min Htut,C000410,C000410_Happy _Raku,OT0001,"Others -Keg, Crate and CO2 Cylinder",,,4000037,Crate,CRATE,,,2021,12,1,-3,0,0,0,0,0,0,0,0,0,0,PSCR-YGN/2021/005886,02-12-21,YGN-01,,,,EMPTY-PSI-YGN/2021/1013188,YGN-01/2021/2007526,Empty Return,YGN-PWR/2021/002059,
